country_code,country_name,season,accuracy_percentage
Belgium,BEL,2014/2015,51.24999999999999
England,GBR,2014/2015,52.89473684210526
France,FRA,2014/2015,55.00000000000001
Germany,DEU,2014/2015,52.28758169934641
Italy,ITA,2014/2015,46.15384615384615
Netherlands,NLD,2014/2015,54.248366013071895
Portugal,PRT,2014/2015,53.94736842105263
Scotland,SCOT,2014/2015,53.94736842105263
Spain,ESP,2014/2015,57.36842105263158
CHE,CHE,2014/2015,0.0
POL,POL,2014/2015,0.0
