name,correct_pred,wrong_pred
,0,40
Marseille,10,30
Bordeaux,14,26
Ajaccio GFCO,15,25
Lille,15,25
Rennes,15,25
Angers,17,23
Nantes,17,23
Guingamp,17,23
Reims,17,23
Nice,18,22
Montpellier,19,21
Monaco,20,20
Lorient,20,20
Toulouse,20,20
Caen,21,19
St Etienne,21,19
Bastia,21,19
Lyon,21,19
Troyes,24,16
Paris SG,30,10
