name,correct_pred,wrong_pred
Inter,16,22
Bologna,17,21
Parma,18,20
Genoa,19,19
Lazio,19,19
Torino,20,18
Milan,20,18
Fiorentina,20,18
Udinese,21,17
Cagliari,21,17
Sassuolo,22,16
Napoli,22,16
Sampdoria,22,16
Verona,22,16
Atalanta,23,15
Chievo,23,15
Livorno,25,13
Catania,25,13
Roma,27,11
Juventus,32,6
