name,correct_pred,wrong_pred
FC Koln,13,21
Freiburg,13,21
Mainz,14,20
Hertha,16,18
Dortmund,16,18
Hamburg,16,18
Hannover,17,17
Ein Frankfurt,17,17
Leverkusen,18,16
Paderborn,18,16
Werder Bremen,18,16
Augsburg,18,16
Stuttgart,18,16
Wolfsburg,19,15
Hoffenheim,19,15
Schalke 04,20,14
M'gladbach,20,14
Bayern Munich,26,8
