name,correct_pred,wrong_pred
,0,40
Bologna,13,27
Sassuolo,13,27
Verona,16,24
Udinese,16,24
Empoli,17,23
Atalanta,18,22
Torino,18,22
Lazio,18,22
Chievo,19,21
Milan,20,20
Sampdoria,20,20
Carpi,20,20
Genoa,21,19
Fiorentina,22,18
Palermo,23,17
Roma,23,17
Inter,23,17
Frosinone,24,16
Napoli,27,13
Juventus,31,9
