name,correct_pred,wrong_pred
Udinese,14,26
Empoli,14,26
Sampdoria,15,25
Milan,15,25
Genoa,16,24
Verona,17,23
Palermo,17,23
Sassuolo,17,23
Inter,17,23
Atalanta,17,23
Parma,18,22
Napoli,18,22
Chievo,18,22
Cesena,19,21
Cagliari,19,21
Torino,19,21
Fiorentina,21,19
Roma,21,19
Lazio,22,18
Juventus,24,16
