name,correct_pred,wrong_pred
Schalke 04,13,21
Leverkusen,13,21
Hoffenheim,14,20
Wolfsburg,15,19
Ein Frankfurt,15,19
Ingolstadt,15,19
M'gladbach,15,19
Augsburg,16,18
FC Koln,17,17
Werder Bremen,17,17
Dortmund,18,16
Freiburg,18,16
Hamburg,18,16
RB Leipzig,19,15
Mainz,22,12
Darmstadt,22,12
Hertha,24,10
Bayern Munich,25,9
