name,correct_pred,wrong_pred
Celta,9,29
Osasuna,10,28
Ath Bilbao,11,27
Eibar,12,26
Valencia,13,25
Valladolid,13,25
Leganes,13,25
Ath Madrid,13,25
Villarreal,13,25
Espanol,13,25
Getafe,15,23
Betis,15,23
Sevilla,15,23
Alaves,15,23
Real Madrid,16,22
Mallorca,16,22
Levante,16,22
Granada,17,21
Sociedad,18,20
Barcelona,19,19
