name,correct_pred,wrong_pred
Schalke 04,12,22
Leverkusen,13,21
Wolfsburg,15,19
Ein Frankfurt,15,19
Hoffenheim,15,19
M'gladbach,15,19
Ingolstadt,15,19
Augsburg,16,18
FC Koln,17,17
Werder Bremen,17,17
Freiburg,18,16
RB Leipzig,18,16
Dortmund,18,16
Hamburg,18,16
Mainz,21,13
Darmstadt,23,11
Hertha,25,9
Bayern Munich,25,9
