name,correct_pred,wrong_pred
Marseille,10,30
Rennes,14,26
Bordeaux,15,25
Ajaccio GFCO,15,25
Lille,16,24
Guingamp,17,23
Reims,17,23
Angers,18,22
Nantes,18,22
Toulouse,18,22
Nice,18,22
Caen,19,21
Montpellier,20,20
St Etienne,20,20
Monaco,20,20
Bastia,20,20
Lorient,20,20
Lyon,21,19
Troyes,24,16
Paris SG,30,10
