name,correct_pred,wrong_pred
Valencia,12,26
Girona,15,23
Villarreal,15,23
Sociedad,16,22
Ath Bilbao,17,21
Getafe,17,21
Alaves,17,21
Eibar,17,21
Leganes,18,20
Betis,18,20
Celta,18,20
Valladolid,18,20
Sevilla,19,19
Huesca,20,18
Levante,20,18
Espanol,20,18
Vallecano,21,17
Real Madrid,22,16
Ath Madrid,23,15
Barcelona,27,11
