name,correct_pred,wrong_pred
Hoffenheim,6,28
Wolfsburg,8,26
Ein Frankfurt,9,25
Freiburg,9,25
Hertha,10,24
Werder Bremen,11,23
Schalke 04,11,23
Leverkusen,13,21
Fortuna Dusseldorf,13,21
M'gladbach,14,20
FC Koln,14,20
RB Leipzig,14,20
Union Berlin,14,20
Paderborn,16,18
Mainz,16,18
Dortmund,16,18
Augsburg,17,17
Bayern Munich,17,17
