name,correct_pred,wrong_pred
Augsburg,10,24
FC Koln,11,23
Hamburg,12,22
Darmstadt,15,19
Mainz,15,19
Ein Frankfurt,16,18
Hoffenheim,16,18
Werder Bremen,17,17
Stuttgart,17,17
Ingolstadt,18,16
Hertha,19,15
Wolfsburg,19,15
M'gladbach,20,14
Hannover,21,13
Schalke 04,21,13
Leverkusen,22,12
Dortmund,25,9
Bayern Munich,28,6
