name,correct_pred,wrong_pred
Sassuolo,18,20
Torino,18,20
Atalanta,19,19
Fiorentina,19,19
Inter,19,19
Spal,20,18
Chievo,21,17
Genoa,21,17
Sampdoria,21,17
Milan,22,16
Crotone,22,16
Cagliari,22,16
Roma,23,15
Udinese,23,15
Bologna,25,13
Lazio,25,13
Napoli,27,11
Verona,27,11
Benevento,29,9
Juventus,29,9
