name,correct_pred,wrong_pred
Alaves,14,24
La Coruna,19,19
Leganes,19,19
Villarreal,19,19
Espanol,19,19
Betis,20,18
Malaga,21,17
Sociedad,21,17
Eibar,21,17
Osasuna,23,15
Sevilla,23,15
Sp Gijon,23,15
Valencia,24,14
Ath Madrid,24,14
Granada,25,13
Celta,25,13
Las Palmas,26,12
Ath Bilbao,27,11
Barcelona,27,11
Real Madrid,28,10
