name,correct_pred,wrong_pred
Rennes,17,21
Bastia,17,21
Nice,17,21
Nantes,17,21
Caen,17,21
Bordeaux,17,21
Lorient,19,19
Reims,20,18
Guingamp,20,18
Monaco,21,17
Lille,22,16
Montpellier,23,15
St Etienne,23,15
Metz,23,15
Lens,24,14
Toulouse,24,14
Lyon,24,14
Paris SG,24,14
Evian Thonon Gaillard,25,13
Marseille,26,12
