name,correct_pred,wrong_pred
Sociedad,14,24
Granada,17,21
La Coruna,18,20
Ath Bilbao,19,19
Eibar,19,19
Espanol,20,18
Villarreal,20,18
Vallecano,20,18
Celta,20,18
Malaga,21,17
Getafe,21,17
Almeria,22,16
Cordoba,22,16
Valencia,22,16
Levante,22,16
Elche,23,15
Ath Madrid,24,14
Sevilla,28,10
Real Madrid,31,7
Barcelona,31,7
