country_code,country_name,season,accuracy_percentage
Belgium,BEL,2012/2013,49.787234042553195
England,GBR,2012/2013,53.421052631578945
France,FRA,2012/2013,51.05263157894737
Germany,DEU,2012/2013,50.81967213114754
Italy,ITA,2012/2013,55.319148936170215
Netherlands,NLD,2012/2013,51.147540983606554
Portugal,PRT,2012/2013,54.20168067226891
Scotland,SCOT,2012/2013,39.91228070175439
Spain,ESP,2012/2013,53.94736842105263
CHE,CHE,2012/2013,0.0
POL,POL,2012/2013,0.0
