country_code,country_name,season,accuracy_percentage
Belgium,BEL,2012/2013,48.93617021276596
England,GBR,2012/2013,52.89473684210526
France,FRA,2012/2013,50.92348284960422
Germany,DEU,2012/2013,49.8360655737705
Italy,ITA,2012/2013,55.67282321899736
Netherlands,NLD,2012/2013,50.98684210526315
Portugal,PRT,2012/2013,54.39330543933054
Scotland,SCOT,2012/2013,41.228070175438596
Spain,ESP,2012/2013,54.473684210526315
CHE,CHE,2012/2013,0.0
POL,POL,2012/2013,0.0
