country_code,country_name,season,accuracy_percentage
Belgium,BEL,2011/2012,55.46218487394958
England,GBR,2011/2012,52.10526315789473
France,FRA,2011/2012,51.84210526315789
Germany,DEU,2011/2012,50.326797385620914
Italy,ITA,2011/2012,50.42253521126761
Netherlands,NLD,2011/2012,59.150326797385624
Portugal,PRT,2011/2012,58.40336134453782
Scotland,SCOT,2011/2012,52.19298245614035
Spain,ESP,2011/2012,53.68421052631579
CHE,CHE,2011/2012,0.0
POL,POL,2011/2012,0.0
