,country_code,country_name,season,accuracy_percentage
2,Belgium,BEL,2010/2011,53.75
9,England,GBR ,2010/2011,50.78947368421053
17,France,FRA,2010/2011,44.854881266490764
25,Germany,DEU,2010/2011,48.36601307189542
33,Italy,ITA,2010/2011,53.315649867374006
41,Netherlands,NLD,2010/2011,58.16993464052288
49,Portugal,PRT,2010/2011,51.88284518828452
57,Scotland,GBBR,2010/2011,56.57894736842105
65,Spain,ESP,2010/2011,61.05263157894737
