country_code,country_name,season,accuracy_percentage
Belgium,BEL,2011/2012,55.88235294117647
England,GBR,2011/2012,52.10526315789473
France,FRA,2011/2012,51.31578947368421
Germany,DEU,2011/2012,50.98039215686274
Italy,ITA,2011/2012,50.98039215686274
Netherlands,NLD,2011/2012,59.47712418300654
Portugal,PRT,2011/2012,58.40336134453782
Scotland,SCOT,2011/2012,52.63157894736842
Spain,ESP,2011/2012,53.68421052631579
CHE,CHE,2011/2012,0.0
POL,POL,2011/2012,0.0
