country_code,country_name,season,accuracy_percentage
Belgium,BEL,2015/2016,52.083333333333336
England,GBR,2015/2016,47.368421052631575
France,FRA,2015/2016,49.340369393139845
Germany,DEU,2015/2016,53.26797385620915
Italy,ITA,2015/2016,53.421052631578945
Netherlands,NLD,2015/2016,55.22875816993464
Portugal,PRT,2015/2016,55.55555555555556
Scotland,SCOT,2015/2016,46.49122807017544
Spain,ESP,2015/2016,54.736842105263165
CHE,CHE,2015/2016,0.0
POL,POL,2015/2016,0.0
