country_code,country_name,season,accuracy_percentage
Belgium,BEL,2009/2010,53.80952380952381
England,GBR,2009/2010,55.78947368421052
France,FRA,2009/2010,50.92348284960422
Germany,DEU,2009/2010,49.01960784313725
Italy,ITA,2009/2010,55.61497326203209
Netherlands,NLD,2009/2010,63.60655737704918
Portugal,PRT,2009/2010,52.30125523012552
Scotland,SCOT,2009/2010,49.77973568281938
Spain,ESP,2009/2010,58.15789473684211
CHE,CHE,2009/2010,0.0
POL,POL,2009/2010,0.0
