,country_code,country_name,season,accuracy_percentage
5,Belgium,BEL,2014/2015,51.66666666666667
13,England,GBR ,2014/2015,53.1578947368421
21,France,FRA,2014/2015,54.736842105263165
29,Germany,DEU,2014/2015,51.633986928104584
37,Italy,ITA,2014/2015,47.229551451187334
45,Netherlands,NLD,2014/2015,54.90196078431373
53,Portugal,PRT,2014/2015,54.75409836065573
61,Scotland,GBBR,2014/2015,53.94736842105263
69,Spain,ESP,2014/2015,57.10526315789474
