,country_code,country_name,season,accuracy_percentage
0,Belgium,BEL,2008/2009,54.78547854785478
7,England,GBR ,2008/2009,54.21052631578947
15,France,FRA,2008/2009,49.6042216358839
23,Germany,DEU,2008/2009,52.94117647058824
31,Italy,ITA,2008/2009,55.4089709762533
39,Netherlands,NLD,2008/2009,54.12541254125413
47,Portugal,PRT,2008/2009,57.14285714285714
55,Scotland,SCOT,2008/2009,50.0
63,Spain,ESP,2008/2009,55.93667546174142
