,country_code,country_name,season,accuracy_percentage
3,Belgium,BEL,2011/2012,55.88235294117647
8,England,GBR ,2011/2012,52.10526315789473
13,France,FRA,2011/2012,51.31578947368421
18,Germany,DEU,2011/2012,51.633986928104584
23,Italy,ITA,2011/2012,50.700280112044815
28,Netherlands,NLD,2011/2012,59.150326797385624
33,Portugal,PRT,2011/2012,58.40336134453782
38,Scotland,GBBR,2011/2012,53.07017543859649
43,Spain,ESP,2011/2012,54.473684210526315
