,country_code,country_name,season,accuracy_percentage
0,Belgium,BEL,2008/2009,54.333333333333336
7,England,GBR ,2008/2009,54.21052631578947
15,France,FRA,2008/2009,49.6042216358839
23,Germany,DEU,2008/2009,53.26797385620915
31,Italy,ITA,2008/2009,54.61741424802111
39,Netherlands,NLD,2008/2009,53.11475409836065
47,Portugal,PRT,2008/2009,57.56302521008403
55,Scotland,GBBR,2008/2009,48.24561403508772
63,Spain,ESP,2008/2009,54.88126649076517
