,country_code,country_name,season,accuracy_percentage
4,Belgium,BEL,2012/2013,48.717948717948715
11,England,GBR ,2012/2013,53.562005277044854
19,France,FRA,2012/2013,49.07651715039577
27,Germany,DEU,2012/2013,50.49180327868853
35,Italy,ITA,2012/2013,55.4089709762533
43,Netherlands,NLD,2012/2013,51.31578947368421
51,Portugal,PRT,2012/2013,54.27350427350427
59,Scotland,GBBR,2012/2013,40.35087719298245
67,Spain,ESP,2012/2013,55.26315789473685
