,country_code,country_name,season,accuracy_percentage
1,Belgium,BEL,2009/2010,53.333333333333336
8,England,GBR ,2009/2010,55.00000000000001
16,France,FRA,2009/2010,51.71503957783641
24,Germany,DEU,2009/2010,48.69281045751634
32,Italy,ITA,2009/2010,56.08465608465608
40,Netherlands,NLD,2009/2010,63.278688524590166
48,Portugal,PRT,2009/2010,53.55648535564853
56,Scotland,GBBR,2009/2010,50.43859649122807
64,Spain,ESP,2009/2010,58.94736842105262
